relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber,inventorNameText,citedDocumentIdentifier
"6-8,11-12",2024-01-09,ETL_SYS,False,A1,False,2450,17537905,CTNF,2459,AOK,2025-01-13 14:32:11,2400,US,"['paragraph [0092]|paragraphs [0092]-[0093]|col. 3|c. 103|section 102|lines 40-61|fig. 1|claim 7|claims (1 and 15)|paragraph [0075]|paragraphs [0028]-[0029] and [0032]|col. 13|c. 102|lines 13-24|fig. 6)|claim 4|claims 2 and 10|paragraph [0018]-[0019] and [0022], [0028]-[0032]|paragraphs [0032], [0045] and [0084]|col. 2|lines 46-50))|claim 11|claims 6-8 and 11-12|paragraph [0029]|paragraphs [0072]-[0074]|claim 10|claims 1, 3-5, 9 and 13|paragraph [0072]|paragraphs [0043]-[0046]|claim 3|claims 1-14)|paragraph [0083]|paragraphs [0018]-[0022], [0025], [0032], [0038] and [0072]|claim 13|claims 6-11 and 13-14|paragraph [0048]|paragraphs [0050]-[0051]))|claim 12|paragraph [0094]|paragraphs [0025] and [0057]|claim 1|paragraph [0077]|paragraphs [0080] and [0083]|claim 2|paragraph [0027]|paragraphs [0050]-[0052]|claim 5|paragraphs [0018]-[0019]|claim 8|paragraphs [0028]-[0029]|claim 6|paragraphs [0062]|claim 9|paragraphs [0029] and [0043]-[0044]|paragraphs [0029]|paragraphs [0043]-[0044]|paragraphs [0033] and [0037]|paragraphs [0072] and [0075]-[0077]|paragraphs [0027]-[0028]']",LR12DOY9GREENX3,173af27c47eb6d654eb6174bb8534835,X,True,20210110713,Silva; Andradige,US 20210110713 A1
"5-8,10,17-18,20",2023-12-29,ETL_SYS,False,,False,2410,17234309,CTNF,2412,AOK,2025-01-13 14:32:11,2400,,"['par. 155|c. 103|fig. 6|claim 14|claims 5-8, 10, 17-18|par. 44|claim 16|claims 1-4, 9, 11-16|par. 140-176|claim 11|par. 4]|claim 15|claim 2|claim 1|claim 6|claim 4|claim 3|claim 9']",LQO4NOITGREENX3,e269cb4346f725f6b97b7eae6dcdf705,X,False,,,
"52,57",2021-01-21,ETL_SYS,False,,False,2470,16431514,CTNF,2478,AOK,2025-01-13 14:32:11,2400,,,KJYDS3CPDFLYX11,bb2fcf177e50406389a775e604188f9f,X,False,,,
"1,20",2022-11-25,ETL_SYS,False,,False,2450,17092825,CTNF,2458,AOK,2025-01-13 14:32:11,2400,,"['col. 8|c. 101|section 2106|ll. 1-3|claim 4|claims 7 and 18|col. 7|ll. 14-22|claim 9|claims 1|ll. 54-60])|claim 3|claims 4, 10, 11 and 13|claim 10|claims 6|claim 14]|claims 8 and 19|claim 6|claims 2|claim 15|claims 5 and 16|claim 20]|claim 13|claim 1|col. 8|c. 101|section 2106|ll. 1-3|claim 4|claims 7 and 18|col. 7|ll. 14-22|claim 9|claims 1|ll. 54-60])|claim 3|claims 4, 10, 11 and 13|claim 10|claims 6|claim 14]|claims 8 and 19|claim 6|claims 2|claim 15|claims 5 and 16|claim 20]|claim 13|claim 11|claim 1|col. 8|c. 101|section 2106|ll. 1-3|claim 4|claims 1|col. 7|ll. 14-22|claim 9|claims 7 and 18|ll. 54-60])|claim 3|claims 4, 10, 11 and 13|claim 10|claims 6|claim 14]|claims 8 and 19|claim 6|claims 2|claim 15|claims 5 and 16|claim 20]|claim 13|claim 1|col. 7|c. 101|section 2106|ll. 14-22|claim 4|claims 7 and 18|col. 8|ll. 54-60])|claim 9|claims 1|ll. 1-3|claim 3|claims 4, 10, 11 and 13|claim 10|claims 6|claim 14]|claims 8 and 19|claim 6|claims 2|claim 15|claims 5 and 16|claim 20]|claim 13|claim 11|claim 1']",LASVEFS5XBLUEX5,5a803a16bae33ea9b1f4d217becb0e34,X,False,,,
"12,17,23",2021-01-27,ETL_SYS,False,,False,2470,16084103,CTNF,2474,AOK,2025-01-13 14:32:11,2400,,"['c. 371|section 102|fig. 6)|claim 17|claims 17, 23, 24|c. 111|claim 24|claims 17, 23 and 24|c. 103|claim 23|claims 12-16, 18 and 21|claims 12 and 17']",KKCW7B1NDFLYX11,b8abf4bf7a6b92b6a2dd6ac9d25622f4,X,False,,,
"1,15-19",2024-08-05,ETL_SYS,False,,False,2470,17795157,CTNF,2471,AOK,2025-01-13 14:32:11,2400,,"['para. [0006]|c. 112|section 151|fig. 2|claim 15 and 17|claims 16 and 18|para. [0183]|c. 102|section 122|fig. 1|claim 17|claims 15-19|para. [0101]|c. 119|claim 15|claims 15, 17|para. [0127]|claim 19|para. [0144]|claim 18|para. [0152]|claim 16|para. [0173]|para. [0174]|para. [0160]|para. [0014]']",LZBLRYPRWFYGX62,bfb380dc5b94c800a4db06bc60091c0e,X,False,,,
1,2024-11-12,ETL_SYS,False,A1,False,2490,17810019,CTNF,2499,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 0038|par. [0075]|para 0017, 0018 and 0022)|c. 103|section 102|fig. 1|claim 17|claims 1-20|paragraph 0042)|par. [0047]|para 0018, 0019 and 0031)|c. 112|claim 2|claims 2-20|para 0033 and 0048)|c. 101|claim 1|claims 1, 11 and 16|para 0053 and 0056|claim 5|para 0073 and 0081)|claim 7|para 0018)|claim 4|para 0014, 0018, 0019, 0021-0023, 0039, 0040|claim 9|para 0012)|claim 8|para 0022)|claim 3|para 0031)|claim 6|para 0022, 0033|para 0073 and 0081']",M37H8AV4WFYGX51,e5fd35a4fc3b97400fd935c83950786f,X,True,20110255689,Bolotov; Anatoli,US 20110255689 A1
1-18,2022-12-23,ETL_SYS,False,,False,2440,17864976,CTNF,2446,AOK,2025-01-13 14:32:11,2400,,"['c. 102|line 1)|lines 5-8)|claim 1|claims 1, 5, 7, 11, 13|c. 101|claim 7|claims 2-6, 8-12|c. 112|claim 5|claims 1, 7|claims 1-18|claims 7 and 13)|claims 7-12|claims 8-12|claims 11 and 17']",LBXQCB6VXBLUEX3,991edc412cf6e00bbdb8ea2dc88d6a1d,X,False,,,
1-20,2021-11-01,ETL_SYS,False,A1,False,2450,16748655,CTFR,2458,AOK,2025-01-13 14:32:11,2400,US,"['col. 4|ll. (19-20))|fig. 1|f867|table 2|claim 19|claims 1 and 13|fig. 4|claim 7|claims 2-3, 10-12|fig. 2|claim 2|claims 1-20|claim 1|claims 1, 4-9, 13|claim 5|claim 4|claim 9|claim 8|claim 6|claim 3']",KVAX34W2LDFLYX4,666ee22dd12115226aea5e333046218c,X,True,20120127854,KHETAN; VIKAS,US 20120127854 A1
1-20,2021-06-10,ETL_SYS,False,,False,2490,16541360,CTNF,2498,AOK,2025-01-13 14:32:11,2400,,"['paragraphs 33-35|p. 609|c. 112|figure 4|figures 2a|claim 5|claims 5-6, 12-13|paragraphs 28, 32|c. 103|figures 4-6|claim 4|claims 1, 8|paragraphs 40-42|claim 12|claims 7 and 14|paragraphs 2-3, 27-29, 32, 34, 38, 39, 42|claim 11|claims 4, 11|paragraphs 17-18|claim 13|claims 1-20|claim 19|claims 3, 10|claim 18|claims 2, 9|claim 1|claims 1-2, 7-9|claim 8|claims 5, 12|claim 6|claims 5-6, 12|claims 2-7, 9-14|paragraphs 33-35|p. 609|c. 112|figure 4|figures 2a|claim 5|claims 5-6, 12-13|paragraphs 28, 32|c. 103|figures 4-6|claim 4|claims 4, 11|paragraphs 40-42|claim 12|claims 1, 8|paragraphs 2-3, 27-29, 32, 34, 38, 39, 42|claim 11|claims 7 and 14|paragraphs 17-18|claim 13|claims 1-20|claim 19|claims 3, 10|claim 18|claims 2, 9|claim 1|claims 1-2, 7-9|claim 8|claims 5, 12|claim 6|claims 5-6, 12|claims 2-7, 9-14|paragraphs 33-35|p. 609|c. 112|figure 4|figures 2a|claim 5|claims 5-6, 12-13|paragraphs 28, 32|c. 103|figures 4-6|claim 4|claims 1, 8|paragraphs 40-42|claim 12|claims 4, 11|paragraphs 2-3, 27-29, 32, 34, 38, 39, 42|claim 11|claims 7 and 14|paragraphs 17-18|claim 13|claims 1-20|claim 19|claims 3, 10|claim 18|claims 2, 9|claim 1|claims 1-2, 7-9|claim 8|claims 5, 12|claim 6|claims 5-6, 12|claims 2-7, 9-14|paragraphs 33-35|p. 609|c. 112|figure 4|figures 2a|claim 5|claims 5-6, 12-13|paragraphs 28, 32|c. 103|figures 4-6|claim 4|claims 4, 11|paragraphs 40-42|claim 12|claims 7 and 14|paragraphs 2-3, 27-29, 32, 34, 38, 39, 42|claim 11|claims 1, 8|paragraphs 17-18|claim 13|claims 1-20|claim 19|claims 3, 10|claim 18|claims 2, 9|claim 1|claims 1-2, 7-9|claim 8|claims 5, 12|claim 6|claims 5-6, 12|claims 2-7, 9-14']",KPO1BB9IDFLYX10,1dd54af1ef416523e1b4a9131d7fa68b,X,False,,,
"1-5,10,12",2022-01-05,ETL_SYS,False,,False,2460,17267668,CTNF,2462,AOK,2025-01-13 14:32:11,2400,,['c. 103|claims 1-12'],KXZ8KLSGLDFLYX4,5ac45db49609df92e51665b29a42f3c7,X,False,,,
"21-24,26-28,30-33,35-37",2023-05-10,ETL_SYS,False,,False,2410,17358580,CTFR,2416,AOK,2025-01-13 14:32:11,2400,,"['c. 103|claim 22 and 31|claims 21|claim 23, 27, 32 and 36|claims 22 and 31|claim 30|claims 25, 29, 34|claim 35|claims 23, 27, 32|claim 24, 28, 33|claims 1-20|claim 21|claim 26|claim 25, 29, 34']",LHF06KY3XBLUEX5,d41a7b5cb9fbaaac182870cc74983f3b,X,False,,,
13-28,2022-10-17,ETL_SYS,False,,False,2460,17377365,CTNF,2467,AOK,2025-01-13 14:32:11,2400,,['c. 102|claims 10-12'],L973U5J7GREENX5,b7514d200af309bfb3137498bfc1405d,X,False,,,
10-12,2022-10-17,ETL_SYS,False,B1,False,2460,17377365,CTNF,2467,AOK,2025-01-13 14:32:11,2400,US,['c. 102|claims 10-12'],L973U5J7GREENX5,05c20252037611269b3bc983499d2380,X,True,11064513,Babaei; Alireza,US 11064513 B1
"1-12,14,16-20",2023-07-11,ETL_SYS,False,,False,2430,16143814,CTNF,2439,AOK,2025-01-13 14:32:11,2400,,"['para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17) 5|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|lines 3-17)|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]|para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17)|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]']",LJSQET7IGREENX0,dbc873dd4e5e972f7f9df26b8591ab32,X,False,,,
21,2023-07-11,ETL_SYS,False,A1,False,2430,16143814,CTNF,2439,AOK,2025-01-13 14:32:11,2400,US,"['para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17) 5|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|lines 3-17)|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]|para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17)|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]']",LJSQET7IGREENX0,f2d9184712262344bafb97dc45786111,X,True,20200322794,BALTATU; Madalina,US 20200322794 A1
21,2023-07-11,ETL_SYS,False,,False,2430,16143814,CTNF,2439,AOK,2025-01-13 14:32:11,2400,,"['para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17) 5|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|lines 3-17)|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]|para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17)|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]']",LJSQET7IGREENX0,68b527a6584c2a61d32b25663a7e9df1,X,True,,,
15,2023-07-11,ETL_SYS,False,,False,2430,16143814,CTNF,2439,AOK,2025-01-13 14:32:11,2400,,"['para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17) 5|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|lines 3-17)|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]|para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17)|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]']",LJSQET7IGREENX0,b7ab1c4565610feeb75861a3d0014a8c,X,True,,,
15,2023-07-11,ETL_SYS,False,B2,False,2430,16143814,CTNF,2439,AOK,2025-01-13 14:32:11,2400,US,"['para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17) 5|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|lines 3-17)|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]|para. [0018]|col. 1|c. 103|section 102|line 26)|lines 20-23)|fig. 17|claim 2|claims 1, 15 and 20|para.[0080]|col. 8|c. 102|line 27)|lines 5-8)|fig. 31|claim 1|claims 1-12 and 14-21|para. [0079]|col. 7|line 14)|lines 7-10)|claim 8|para. [0022]|line 7)|lines 3-17)|claim 7|para. [0027]|line 3)|lines 10-24|claim 9|para. [0028]|line 16)|lines 4-8)|claim 3|para. [0040]|line 19|lines 5-6)|claim 6|para. [0032]|line 49)|lines 8-12|claim 5|para. [0011]|line 1)|lines 1-3)|claim 4|para. [0029]|lines 8-17)|para. [0051]|lines 61-64)|para. [0039]|para. 0028|para. [0053]|para. [0058]|para. [0077]|para. [0038]|para. [0061]|para. [0073]|para. [0116]|para. [0124]|para. [0150])|para. [0005]']",LJSQET7IGREENX0,7cdb596f4567b781faee4b10f1b576b4,X,True,11049148,Lawbaugh; Paul,US 11049148 B2
25,2021-07-13,ETL_SYS,False,,False,2420,15347044,CTNF,2424,AOK,2025-01-13 14:32:11,2400,,"['page.3|c. 103|fig.1|claim 10|claims 9-10, 12,16 and 25|page.2|fig.4|claim 12|claims 2, 5, 7-17 and 20-26|page.5|claim 15|claims 11 and 20|page.9|claim 9|claims 2, 5, 7-8, 11, 13-15, 17, 20-24 and 26|claim 24|claims 2 and 17|claim 7|claim 16|claim 2|claim 1, 3-4, 6 and 18-19|claim 14|claim 13|claim 8|claim 5']",KQWBOYD7LDFLYX4,aa20ed431c7869b3fd19085cc02095e6,X,False,,,
"1-20,70",2024-05-15,ETL_SYS,False,,False,2420,18061737,CTNF,2422,AOK,2025-01-13 14:32:11,2400,,['paragraph [0028]|c. 103|section 102|figure 2|claim 8|claims 13-14|paragraph [0053]|c. 102 and 103|figure 1|claim 7|paragraph [0037]|figure 3c|claim 4|paragraph [0074]|claim 1|paragraph [0036]|claim 2|paragraph [0012])|claim 3|paragraph [0045]|claim 6|paragraph [0018]|claim 9|paragraph [0077]|claim 5|paragraph [0066]|paragraph [0076]|paragraph [0075]|paragraph [0130]|paragraph [0024]|paragraph [0079]|paragraph [0064]|paragraph [0047]|paragraph [0048]'],LW55U8A2GREENX9,e59bfcd1d29e47e66b025418b6b68d22,X,False,,,
"16-18,27-29,32,35",2020-03-20,ETL_SYS,False,,False,2410,15716851,CTNF,2413,AOK,2025-01-13 14:32:11,2400,,"['c. 103|fig. 8|claim 27|claims 28 and 29|fig. 12|claim 26|claims 13, 15-19, 21, 22, 24, 26-29|fig. 15|claim 22|claims 1-12, 14, 20, 23, 25|claim 15|claims 30-36|claim 28|claims 32 and 35|claim 30 and 33|claims 15, 26, 30 and 33|claim 16|claims 13, 14, 24 and 25|claim 17|claim 34|claim 18|claim 32|claim 35|claim 31|claim 29|claim 24|claim 19|claim 21|claim 36|claim 13|c. 103|fig. 8|claim 27|claims 28 and 29|fig. 15|claim 26|claims 13, 15-19, 21, 22, 24, 26-29|fig. 12|claim 22|claims 1-12, 14, 20, 23, 25|claim 15|claims 30-36|claim 28|claims 32 and 35|claim 30 and 33|claims 15, 26, 30 and 33|claim 16|claims 13, 14, 24 and 25|claim 17|claim 34|claim 18|claim 32|claim 35|claim 31|claim 29|claim 24|claim 36|claim 19|claim 21|claim 13|c. 103|fig. 8|claim 27|claims 28 and 29|fig. 15|claim 26|claims 13, 15-19, 21, 22, 24, 26-29|fig. 12|claim 22|claims 1-12, 14, 20, 23, 25|claim 15|claims 30-36|claim 28|claims 32 and 35|claim 30 and 33|claims 15, 26, 30 and 33|claim 16|claims 13, 14, 24 and 25|claim 17|claim 34|claim 18|claim 32|claim 35|claim 31|claim 29|claim 24|claim 36|claim 21|claim 19|claim 13|c. 103|fig. 8|claim 27|claims 28 and 29|fig. 15|claim 26|claims 13, 15-19, 21, 22, 24, 26-29|fig. 12|claim 22|claims 1-12, 14, 20, 23, 25|claim 15|claims 30-36|claim 28|claims 32 and 35|claim 30 and 33|claims 15, 26, 30 and 33|claim 16|claims 13, 14, 24 and 25|claim 17|claim 34|claim 18|claim 32|claim 35|claim 31|claim 29|claim 24|claim 19|claim 36|claim 21|claim 13']",K7XK2V04RXEAPX1,e0a7264b1e0ef63ae1beca2b95a2a3ef,X,False,,,
11-20,2020-06-01,ETL_SYS,False,,False,2440,16232357,CTNF,2441,AOK,2025-01-13 14:32:11,2400,,['paragraph [0005])|paragraphs [0003] and [0009])|c. 103|claim 3|claims 1-20|paragraphs [0023] and [0041])|claim 7|claims 11-20|paragraphs [0003] and [0009]|claim 2|claims 1-10|paragraphs [0003] - [0005])|claim 10|claim 1|claim 4|claim 6|claim 8|claim 9|claim 5'],KAQVB4LPRXEAPX0,76999f97a1d32b14cc40688ba28eef56,X,False,,,
"1,5",2020-01-14,ETL_SYS,False,,False,2480,15893832,CTNF,2488,AOK,2025-01-13 14:32:11,2400,,"['c. 102|section 102|claim 9|claims 1-2)|c. 103|section 151|claim 8|claims 11|c. 112|section 122|claim 1, 2, 3, 5, 6 and 8-11|claims 1 and 5|claim 3|claim 2|claim 6|claim 1|claim 5']",K58HAK16RXEAPX4,0aa3c5730e68ddccabbe5b89f42e5b3e,X,False,,,
"1-3,5-6,8-11",2020-01-14,ETL_SYS,False,A1,False,2480,15893832,CTNF,2488,AOK,2025-01-13 14:32:11,2400,US,"['c. 102|section 102|claim 9|claims 1-2)|c. 103|section 151|claim 8|claims 11|c. 112|section 122|claim 1, 2, 3, 5, 6 and 8-11|claims 1 and 5|claim 3|claim 2|claim 6|claim 1|claim 5']",K58HAK16RXEAPX4,f13fb89d850d39799cca67340ed337c8,X,True,20070092154,Kato; Yoshiyuki,US 20070092154 A1
"46-48,56-58,63,65-67",2020-10-28,ETL_SYS,False,,False,2410,15861393,CTNF,2416,AOK,2025-01-13 14:32:11,2400,,"['par. 0230|c. 103|section 102|line 12|claim 51, 61|claims 18, 48, 51, 53, 58, 61, 63, 67|par. 0309|c. 102|section 151|line 8|claim 18|claims 72-74|par. 0036)|section 122|claim 53|claims 1-17, 19-43, 45, 55|par. 0036|claim 63|claims 18, 44, 46-54, 56-63|par. 0047)|claim 49, 51, 59, 61, 68|par. 0173|claim 44 and 54|par. 0291|claim 48, 58|claim 47|claim 57|claim 66|claim 50, 60|claim 46|claim 56|claim 65|claim 52, 62|claim 72, 73|claim 49, 59']",KGQZM7MNLDFLYX7,8d4e13692a14572998dd3a335db05127,X,False,,,
1-20,2021-03-04,ETL_SYS,False,,False,2490,16003817,CTNF,2492,AOK,2025-01-13 14:32:11,2400,,"['column 5|c. 102|line 3|lines 11-12|figure 1, 12)|claim 17|claims 10 and 11|column 6|c. 112|line 11|lines 39-60)|figure 2|claim 5|claims 2 and 3|column 10|line 54|lines 23-35|claim 16|claims 4 and 6|column 11|line 7|lines 16-18|claim 1|claims 17|column 9|line 6|lines 3-4|claim 9|claims 1 and 7|line 2|lines 1-2|claim 8|claims 18-20|line 4|lines 4-5|claim 7|claims 2, 8|line 19|lines 7-8|claim 20|claims 1-20|line 8|lines 25-38|claims 12-14|lines 24-43|lines 33-50|lines 10-11|lines 15-18|lines 20-21 and 22-23|lines 23-24|lines 29-30']",KLS8A0KMLDFLYX4,0959e451bce5d37001c44da0bdbdf802,X,False,,,
1-20,2021-02-25,ETL_SYS,False,A1,False,2430,16785429,CTFR,2439,AOK,2025-01-13 14:32:11,2400,US,['col 1|c. 103|lines 62-64|claim 17|claims 1-20|col 2|lines 41-57|claim 1|col 3|lines 12-18|claim 5|claim 20|claim 7|claim 8|claim 2|claim 3|claim 4|claim 9|claim 6'],KLI33D2BLDFLYX4,552f9af9290fa9a4bd32a39a304cf263,X,True,20110202427,Garcia Jurado Suarez; Carlos,US 20110202427 A1
"21,24-30,32-34,36",2020-09-15,ETL_SYS,False,,False,2470,16825420,CTNF,2478,AOK,2025-01-13 14:32:11,2400,,,KEYDR1MBRXEAPX1,d14df483e53d95f11d4468ec7c79fd68,X,False,,,
"1-4,6-11,13-18,20",2020-04-03,ETL_SYS,False,A1,False,2490,16243902,CTFR,2494,AOK,2025-01-13 14:32:11,2400,US,,K8HD2E28RXEAPX2,6472af9e101ba184a46faa886d188b1a,X,True,20160182404,Rastogi; Ashutosh,US 20160182404 A1
8,2021-04-05,ETL_SYS,False,,False,2440,16661559,CTFR,2448,AOK,2025-01-13 14:32:11,2400,,"['section 102|fig. 4)|claim 12|claims 1, 5, 6|fig. 1)|claim 1|claims 7, 10|claim 8|claims 6 and 18|claim 2|claims 3|claim 5|claims 7 and 19|claim 9|claims 14, 15|claims 1, 2, 12-15|claims 5, 6, 9, 17|claims 4 and 16|claims 5 and 17']",KMZ5L4BXLDFLYX4,01d398ca922b95761094690ab8955432,X,False,,,
